site,year,flight_date,flight_id,source_file,site_treeid,tree_height_corrected_m,canopy_area_m2,tree_altitude_m
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5886,1.2158813,0.3512551184254228,224.13898
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5891,1.2417767,0.27522576013604966,224.44301
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5892,1.2428278,0.586945483848873,224.51436
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5893,2.094715,1.9113741696281368,225.93297
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5894,1.5486912,0.5504513993713457,225.10828
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5895,1.504707,0.6249599805637791,225.11101
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5896,1.9010241,1.3852518253789161,225.81691
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5897,2.7535076,2.629089067959929,227.33481
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5898,2.785506,3.0259612092011574,227.46497
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5899,1.9636117,1.4734452853553053,226.15363
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5900,1.9374664,1.6559151922589739,226.18637
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5901,1.943739,1.8414261850190479,226.29497
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5902,2.123133,1.987402026031707,226.62756
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5903,2.7070067,1.2940159838103014,227.66484
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5904,1.6438245,1.0978607583330153,225.95265
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5905,2.0311518,1.6908878700330912,226.67088
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5906,3.2532594,3.0670149407759912,228.82433
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5907,2.7982066,1.8277399854901426,228.03685
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5908,2.1433425,1.1647659716195573,226.95361
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5909,2.8018098,2.0406211142216755,228.10059
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5910,1.9232384,0.38166606891967864,226.64351
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5912,2.945734,1.482567132357822,228.41786
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5913,2.5445833,1.1480391219096155,227.72621
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5914,2.1061757,1.970673680174674,227.00262
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5915,2.739357,1.526663746150401,228.08002
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5917,2.4562228,0.8834576115935823,227.59167
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5918,3.0438035,1.17236790712526,228.62305
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5919,3.0302033,1.1054623071431091,228.59843
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5923,2.3344967,2.153155075825314,224.30748
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5924,1.6435007,1.1982246103049985,223.24335
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5925,1.5855025,1.148044990088091,223.1799
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5926,1.7504673,1.0203154446730458,223.48317
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5927,1.9254541,1.0933036679801558,223.81322
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5928,2.0941796,1.4247919929665176,224.15067
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5929,2.0403028,1.9782862620951758,224.11385
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5930,2.096668,1.6741683572464277,224.23914
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5931,2.0457463,1.9235447311990213,224.21036
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5932,2.0375605,2.1820447074766425,224.25146
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5933,1.7594354,1.6832915210810602,223.848
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5934,2.0210218,1.5662060470144432,224.32622
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5935,1.666758,2.0269441509053747,223.80432
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5936,1.9579105,2.0421498856191698,224.31398
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5938,1.6886309,1.3122673471189898,223.97496
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5939,1.9072391,1.7106612529870617,224.36838
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5940,2.220362,2.1942079668313674,224.93323
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5941,1.6851374,1.8992138654515005,224.09712
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5942,1.731893,1.4962579823821194,224.21645
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5943,1.1584144,0.4729026215898495,223.35794
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5948,1.0851645,0.1794292284108886,223.44167
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5951,1.2890401,1.6665625492798568,223.89044
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5952,1.5971824,1.167810188882331,224.40149
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5953,1.4883859,1.950911965835743,224.27919
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5954,1.7090958,1.0735336402716458,224.69397
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5955,1.4931272,0.7344429471474757,224.39426
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5956,1.6589684,0.44553159634982337,224.70757
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5957,1.1102357,0.041055809475338274,223.90848
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5963,1.4555404,1.0568064639544048,224.75327
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5964,1.060251,1.543393468864824,224.20561
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5965,1.3922486,0.778539331860808,224.78394
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5966,1.4798428,0.40447548648830184,224.97852
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5967,1.3082662,0.40751659597562007,224.77328
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5968,1.6775386,1.3685258057758558,225.45676
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5969,1.6794815,1.246878922494263,225.5539
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5970,1.4130054,1.360922629918943,225.19383
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5971,1.4708943,1.2909756513867243,225.34851
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5972,2.1274009,1.5555570864018684,226.49977
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5973,2.4167066,2.606280220048745,227.04483
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5974,2.37566,2.6017182687961373,227.002
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5975,0.86479527,1.8292618763314112,224.66173
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5976,1.758827,1.4704039775748536,226.11078
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5977,2.4978547,3.222115674222687,227.42903
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5978,2.2017019,2.3325743259190728,226.95
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5979,1.9824286,1.9265785457309292,226.6161
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5980,2.5870817,2.516564396362434,227.63937
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5982,1.9655582,1.072010626862832,226.64268
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5983,1.871444,0.44705119532156307,226.51666
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5985,2.4964302,1.5601172469113378,227.5952
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5986,2.844914,2.8891057866548095,228.22078
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5987,3.1178603,2.466383742745749,228.7331
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5988,2.7222931,1.8490273752389397,228.03911
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5989,3.1555626,3.039642549669664,228.82481
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5991,3.5154514,2.229172256468882,229.50163
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5992,2.649905,2.071031588340558,227.91682
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5779,1.597355,1.161730925210068,223.04857
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5780,1.6853223,1.1647719894281199,223.26123
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5781,1.4149405,1.1009071306039815,222.8749
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5782,1.4707011,0.6249624185998064,223.00316
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5783,1.2765921,1.0902628469655673,222.7405
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5784,1.8536658,1.231677518093367,223.7108
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5786,1.4214362,0.7420475919172449,223.11534
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5787,1.5002568,0.9929447361628407,223.30002
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5788,1.9303515,2.0102187662670787,224.05821
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5789,2.1322343,1.0111916764940974,224.43588
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5790,1.9884307,1.7578007217267635,224.24081
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5791,1.7632638,2.2246213302807387,223.91376
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5792,1.3588662,1.9311475533179205,223.32759
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5793,1.5341264,1.2757737456794978,223.65337
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5794,1.3705966,0.9503677284665195,223.44621
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5795,1.3173243,0.9777382431295518,223.40894
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5796,1.5987211,1.0400822661632805,223.89734
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5797,1.7558203,2.1653173810406328,224.1946
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5798,1.7268252,1.8444731299657973,224.17111
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5799,1.0619041,0.7314027197712256,223.19046
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5800,1.5853204,0.4440115704269937,224.03645
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5801,1.2171373,0.19919695686043068,223.51286
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5804,1.1941255,0.2676233312608835,223.59357
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5806,1.5456073,1.2514430182163383,224.22937
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5807,1.6722131,1.382213363456946,224.47466
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5808,1.4115721,0.9975048776926981,224.10547
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5809,1.3239897,1.579889434737855,224.01283
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5810,1.3261802,2.4952823257009342,224.06781
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5811,1.0730877,0.6660167977509722,223.72658
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5812,1.386362,0.6644961511549613,224.25589
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5816,1.4530776,0.4729021187232287,224.58363
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5818,2.529548,1.6696027519387586,226.43887
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5819,1.6426588,0.8925835589218888,225.03049
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5820,1.8102206,2.089283928493478,225.35973
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5821,1.3163644,0.840883529036547,224.65434
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5822,1.4544677,0.6812220453893886,224.93477
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5823,1.4896079,0.8697745062471297,225.03903
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5824,1.457556,1.7730017623734864,225.09291
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5825,2.0246572,1.8018925957484653,226.08485
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5826,1.7228494,1.3578818517057096,225.65831
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5827,1.9211026,1.4095815794427036,226.05205
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5828,1.9787837,1.6437514193633413,226.21786
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5829,1.7167246,2.5180871431834766,225.87134
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5830,1.5902148,0.564136623680783,225.70503
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5831,1.6341788,1.1206702218986209,225.83356
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5832,2.92399,3.3559280521670107,228.05138
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5833,1.7264087,1.2240697429390797,226.0689
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5834,1.4131818,1.058326068266571,225.63928
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5835,2.022079,1.5920507111782187,226.6456
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5836,2.5255575,2.5104827855194616,227.51149
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5837,1.1279876,1.4962537882776181,225.27397
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5838,1.7837309,0.749647380874741,226.3007
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5839,2.269704,1.0552844404627735,227.1064
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5840,2.2411451,0.968611131535682,227.07507
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5841,2.4952896,2.296079607132784,227.52501
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5842,2.681841,2.197241574505186,227.87701
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5843,2.5848486,2.2915174756057763,227.73714
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5844,3.6384327,4.064516151117724,229.68227
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5845,2.6738157,1.8338219389765167,227.92131
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5846,2.2000985,1.9083303349989218,227.13457
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5847,2.4360838,1.8383834006609325,227.54861
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5848,3.015987,3.4882143086723087,228.55426
PIK,2022,2022-06-30,2022-06-30_1,UAVS_PIK_2022-06-30_1_treeSpatialMetrics.csv,PIK_5778,2.0288174,1.6969791410335955,223.69579
