site_id,date,lat,lon,elev,cool_deg_days,wind_dir,heat_deg_days,max_temp,temp,min_temp,snow_grnd,wind_spd,precip_amt,total_rain,total_snow,n_stations,mean_distance,site_lat,site_lon,vpd,temp_interp,wind_spd_interp
FMM,2010-01-01,47.31534723656783,-71.1342707935922,654.7473159528914,0,8,27.265008662473498,-5.234563066561358,-9.265008662473496,-13.199109665009432,64.62457046345493,52,3.8098884325235014,0,7,5,28.716470323569492,47.28,-71.17,NA,-9.265008662473496,52
FMM,2010-01-02,47.31534723656783,-71.1342707935922,654.7473159528914,0,34.0709577143258,25.650765318038772,-5.72868406110403,-7.6507653180387685,-9.569997739711077,65.57830598468048,56.26609893211801,4.421489860105234,0,11.2,5,28.716470323569492,47.28,-71.17,NA,-7.6507653180387685,56.26609893211801
FMM,2010-01-03,47.31534723656783,-71.1342707935922,654.7473159528914,0,5.917306302691519,21.659439983110822,-1.2526856184489024,-3.6594399831108197,-5.972698589658962,65.48577702713162,54.515109207435685,6.835401704803141,0,3,5,28.716470323569492,47.28,-71.17,NA,-3.6594399831108197,54.515109207435685
FMM,2010-01-04,47.31534723656783,-71.1342707935922,654.7473159528914,0,32.59166916196536,20.901802496306264,-0.3984034082520046,-2.901802496306263,-5.306512933312302,62.41638030896995,33.05444411173796,0.4831935748513717,0,3,5,28.716470323569492,47.28,-71.17,NA,-2.901802496306263,33.05444411173796
FMM,2010-01-05,47.31534723656783,-71.1342707935922,654.7473159528914,0,2,21.646970033317537,-0.7847287790071139,-3.646970033317535,-6.411329207941106,60.508909266518835,33,0,0,0,5,28.716470323569492,47.28,-71.17,NA,-3.646970033317535,33
FMM,2010-01-06,47.31534723656783,-71.1342707935922,654.7473159528914,0,33.013611027934495,23.97676573460893,-4.249919874040649,-5.976765734608924,-7.603611595177198,59.50890926651883,43.87750074858961,0,0,0,5,28.716470323569492,47.28,-71.17,NA,-5.976765734608924,43.87750074858961
FMM,2010-01-07,47.31534723656783,-71.1342707935922,654.7473159528914,0,34.83645831767302,27.2233071785025,-6.611919697001455,-9.2233071785025,-11.831845824741112,57.50890926651883,47.80226834957786,0,0,0,5,28.716470323569492,47.28,-71.17,NA,-9.2233071785025,47.80226834957786
FMM,2010-01-08,47.31534723656783,-71.1342707935922,654.7473159528914,0,34.47461256775049,29.573059488867273,-7.070414469301704,-11.573059488867269,-16.07358658811969,56.50890926651883,43.808950024636545,0,0,0,5,28.716470323569492,47.28,-71.17,NA,-11.573059488867269,43.808950024636545
FMM,2010-01-09,47.31534723656783,-71.1342707935922,654.7473159528914,0,34.03184166256058,35.71120480127257,-14.4394171159453,-17.711204801272565,-20.980874566286676,56.50890926651883,37.095524987681735,0.3765965876304239,0,0,5,28.716470323569492,47.28,-71.17,NA,-17.711204801272565,37.095524987681735
FMM,2010-01-10,47.31534723656783,-71.1342707935922,654.7473159528914,0,24,38.76053346102323,-12.892646207183217,-20.76053346102323,-28.528420714863234,55.50890926651883,33,0.004458905682388531,0,0.4,5,28.716470323569492,47.28,-71.17,NA,-20.76053346102323,33
