site,year,flight_date,flight_id,source_file,site_treeid,tree_height_corrected_m,canopy_area_m2,tree_altitude_m
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5788,2.396218,2.1054302583015887,224.88962
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5789,2.613549,1.3889360494693757,225.30455
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5790,2.390091,1.5716225069909255,224.96524
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5791,2.1012678,1.6389961092234884,224.52676
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5792,1.6972055,0.5143726497082791,223.91487
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5793,1.8468846,0.8382848237634717,224.20642
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5794,1.5035422,0.4431118832220423,223.7097
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5795,1.5146242,0.41072062923330704,223.7722
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5796,1.9892073,0.5649027757236397,224.57776
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5797,2.2201312,0.931571254288033,225.00502
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5798,2.0152097,0.7216761345150439,224.69463
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5799,1.2578399,1.2775093573258145,223.51985
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5800,1.8668087,0.921205822130114,224.53853
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5801,1.5339547,0.9510055781970858,224.05539
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5802,1.9716637,0.6892847051542075,224.79633
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5803,1.4990746,0.369259644132105,224.06624
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5805,1.1929089,0.28763376814298225,223.68964
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5806,1.8724233,0.73981471845809,224.80156
